passenger_count|pickup_year|distance|the_count
INT|INT|INT|LONG
2|2011|57|26
49|2011|0|26
0|2011|39|24
3|2011|43|23
3|2011|42|23
2|2011|55|22
3|2011|44|22
4|2011|41|21
0|2011|47|21
5|2011|44|21
4|2011|43|21
5|2011|45|20
5|2011|46|19
2|2011|60|19
2|2011|80|19
2|2011|61|19
3|2011|45|18
2|2011|56|17
3|2011|55|17
4|2011|47|17
2|2011|59|17
0|2011|46|17
6|2011|34|17
4|2011|42|16
0|2011|42|16
6|2011|35|16
6|2011|33|16
3|2011|46|15
3|2011|50|15
2|2011|100|15
2|2011|58|15
2|2011|70|14
4|2011|48|14
0|2011|44|14
3|2011|47|14
5|2011|49|14
4|2011|44|13
4|2011|50|13
2|2011|66|12
6|2011|36|12
10|2011|0|12
3|2011|48|12
2|2011|81|11
4|2011|46|11
2|2011|68|11
3|2011|49|11
5|2011|53|10
0|2011|48|10
2|2011|65|10
0|2011|45|10
3|2011|56|9
5|2011|47|9
0|2011|43|9
5|2011|55|9
2|2011|63|9
4|2011|45|9
3|2011|57|9
0|2011|56|9
2|2011|62|8
4|2011|51|8
0|2011|58|8
5|2011|51|8
6|2011|40|8
5|2011|56|8
3|2011|53|8
0|2011|53|8
3|2011|52|8
4|2011|62|8
2|2011|71|8
0|2011|50|8
0|2011|52|8
2|2011|74|7
0|2011|51|7
5|2011|48|7
2|2011|64|7
2|2011|67|7
4|2011|59|7
2|2011|90|7
2|2011|87|7
2|2011|86|7
4|2011|61|7
2|2011|84|6
4|2011|49|6
4|2011|55|6
0|2011|69|6
0|2011|49|6
5|2011|58|6
2|2011|73|6
3|2011|65|6
2|2011|83|6
0|2011|55|6
6|2011|38|6
3|2011|60|6
5|2011|52|6
2|2011|72|6
0|2011|57|6
3|2011|59|6
2|2011|69|6
0|2011|54|6
3|2011|62|5
2|2011|99|5
2|2011|89|5
0|2011|59|5
5|2011|54|5
3|2011|51|5
0|2011|72|5
3|2011|54|5
6|2011|37|5
6|2011|43|5
5|2011|57|5
2|2011|88|5
4|2011|58|4
2|2011|75|4
4|2011|54|4
3|2011|61|4
0|2011|63|4
3|2011|58|4
4|2011|66|4
3|2011|82|4
7|2011|2|4
5|2011|60|4
2|2011|78|4
9|2011|0|4
4|2011|57|3
3|2011|90|3
0|2011|68|3
2|2011|92|3
0|2011|77|3
2|2011|85|3
3|2011|64|3
5|2011|50|3
2|2011|77|3
2|2011|96|3
2|2011|82|3
4|2011|53|3
2|2011|76|3
5|2011|65|3
3|2011|100|3
5|2011|59|3
0|2011|70|3
4|2011|52|3
0|2011|65|3
3|2011|73|3
5|2011|78|3
0|2011|71|3
2|2011|94|3
0|2011|74|3
4|2011|81|3
0|2011|66|3
3|2011|69|3
4|2011|67|2
3|2011|70|2
2|2011|95|2
0|2011|79|2
4|2011|82|2
4|2011|65|2
6|2011|44|2
6|2011|39|2
5|2011|66|2
4|2011|87|2
4|2011|85|2
4|2011|60|2
0|2011|84|2
33|2011|1|2
5|2011|62|2
2|2011|98|2
3|2011|67|2
3|2011|81|2
3|2011|72|2
3|2011|71|2
0|2011|83|2
2|2011|91|2
5|2011|83|2
7|2011|1|2
3|2011|68|2
5|2011|61|2
3|2011|63|2
4|2011|69|2
6|2011|58|2
9|2011|2|2
6|2011|42|2
0|2011|78|2
3|2011|80|2
6|2011|49|2
5|2011|68|2
3|2011|66|2
4|2011|100|2
5|2011|77|2
0|2011|73|2
6|2011|46|2
2|2011|79|2
4|2011|79|2
2|2011|97|2
0|2011|61|2
8|2011|5|1
5|2011|75|1
193|2011|1|1
255|2011|1|1
6|2011|55|1
5|2011|85|1
5|2011|93|1
6|2011|53|1
4|2011|64|1
4|2011|83|1
58|2011|3|1
4|2011|84|1
0|2011|86|1
0|2011|64|1
3|2011|83|1
4|2011|75|1
6|2011|45|1
4|2011|92|1
129|2011|4|1
223|2011|1|1
5|2011|63|1
4|2011|70|1
3|2011|89|1
0|2011|94|1
4|2011|96|1
19|2011|0|1
3|2011|91|1
129|2011|2|1
0|2011|91|1
36|2011|20|1
10|2011|3|1
3|2011|84|1
0|2011|85|1
0|2011|60|1
0|2011|81|1
6|2011|50|1
3|2011|75|1
3|2011|74|1
3|2011|96|1
7|2011|9|1
4|2011|89|1
61|2011|8|1
0|2011|87|1
47|2011|2|1
4|2011|72|1
225|2011|4|1
0|2011|62|1
3|2011|94|1
4|2011|91|1
6|2011|60|1
6|2011|61|1
5|2011|73|1
3|2011|79|1
3|2011|86|1
15|2011|2|1
129|2011|0|1
250|2011|5|1
5|2011|88|1
9|2011|17|1
5|2011|67|1
4|2011|74|1
4|2011|97|1
5|2011|89|1
8|2011|6|1
208|2011|19|1
3|2011|88|1
37|2011|2|1
5|2011|80|1
4|2011|56|1
4|2011|94|1
7|2011|17|1
97|2011|1|1
0|2011|89|1
9|2011|1|1
6|2011|68|1
3|2011|76|1
208|2011|4|1
6|2011|56|1
211|2011|0|1
3|2011|97|1
6|2011|48|1
70|2011|3|1
1|2012|1|41163226
1|2012|0|27421739
1|2012|2|21603382
1|2012|3|11162238
2|2012|1|8132055
1|2012|4|6204133
2|2012|0|4890960
2|2012|2|4405615
5|2012|1|3995373
1|2012|5|3892610
3|2012|1|2579845
1|2012|6|2488758
5|2012|0|2486162
2|2012|3|2383060
5|2012|2|2126425
1|2012|7|1669672
6|2012|1|1618006
3|2012|0|1521821
1|2012|8|1469162
1|2012|9|1433076
3|2012|2|1381291
2|2012|4|1346638
4|2012|1|1252412
1|2012|10|1189215
5|2012|3|1116242
6|2012|0|1006918
6|2012|2|858287
2|2012|5|845888
1|2012|11|820993
3|2012|3|740820
4|2012|0|716323
4|2012|2|675174
5|2012|4|624544
1|2012|17|562174
2|2012|6|529519
1|2012|12|515595
6|2012|3|448434
0|2012|1|445279
1|2012|18|434199
3|2012|4|415685
5|2012|5|394984
1|2012|16|379783
4|2012|3|367483
2|2012|7|350865
0|2012|0|334972
2|2012|9|328902
2|2012|8|318879
1|2012|13|318361
2|2012|10|286064
1|2012|19|265745
3|2012|5|263938
5|2012|6|251346
6|2012|4|251205
1|2012|15|249813
1|2012|14|244288
0|2012|2|216441
4|2012|4|204716
2|2012|11|204013
1|2012|20|177122
5|2012|7|169775
2|2012|17|165954
3|2012|6|164191
6|2012|5|158276
5|2012|8|151392
5|2012|9|150126
4|2012|5|132985
5|2012|10|127168
2|2012|18|119948
2|2012|12|119797
1|2012|21|113488
0|2012|3|106997
3|2012|7|105260
2|2012|16|102186
6|2012|6|101193
3|2012|8|89255
5|2012|11|88958
3|2012|9|88165
4|2012|6|81836
3|2012|10|76392
2|2012|13|72152
6|2012|7|68219
5|2012|17|67565
2|2012|19|67099
6|2012|9|61859
6|2012|8|61453
2|2012|15|58595
3|2012|11|57691
0|2012|4|57383
2|2012|14|55810
5|2012|12|53817
6|2012|10|52859
5|2012|18|52308
1|2012|22|51776
4|2012|7|49557
2|2012|20|45742
3|2012|17|43133
4|2012|9|42820
4|2012|8|42204
5|2012|16|41625
4|2012|10|38055
6|2012|11|37167
0|2012|5|35501
3|2012|12|34049
5|2012|13|33313
3|2012|18|30835
5|2012|19|30753
2|2012|21|30601
4|2012|11|29616
6|2012|17|28146
5|2012|15|26655
1|2012|23|25928
5|2012|14|25759
3|2012|16|25649
4|2012|17|23526
6|2012|12|22437
0|2012|6|22254
6|2012|18|21342
5|2012|20|20580
3|2012|13|20121
4|2012|12|17257
6|2012|16|17175
3|2012|19|16672
1|2012|24|16590
4|2012|18|16212
3|2012|15|15510
3|2012|14|15407
2|2012|22|13917
6|2012|13|13793
0|2012|7|13643
4|2012|16|13299
5|2012|21|12965
6|2012|19|12820
1|2012|25|12102
3|2012|20|11665
6|2012|15|10939
6|2012|14|10307
1|2012|26|10300
4|2012|13|9906
0|2012|8|8474
1|2012|27|8429
6|2012|20|8340
4|2012|19|8185
3|2012|21|7788
4|2012|15|7625
1|2012|28|7559
4|2012|14|7370
0|2012|9|6649
2|2012|23|6395
5|2012|22|5876
4|2012|20|5768
6|2012|21|5352
0|2012|10|5312
1|2012|29|5029
0|2012|11|4234
4|2012|21|4067
1|2012|30|3945
3|2012|22|3853
2|2012|24|3852
1|2012|31|3236
1|2012|32|2983
0|2012|12|2975
2|2012|25|2722
5|2012|23|2686
1|2012|33|2537
6|2012|22|2385
1|2012|34|2359
2|2012|26|2300
0|2012|13|2173
1|2012|35|2143
0|2012|17|2117
4|2012|22|2022
2|2012|27|1889
1|2012|36|1872
0|2012|18|1825
0|2012|16|1803
0|2012|14|1779
3|2012|23|1743
0|2012|15|1703
2|2012|28|1646
5|2012|24|1608
1|2012|37|1567
1|2012|38|1328
1|2012|39|1264
0|2012|19|1194
1|2012|40|1140
5|2012|25|1111
6|2012|23|1054
3|2012|24|1048
2|2012|29|1034
4|2012|23|931
1|2012|41|916
5|2012|26|875
1|2012|42|868
2|2012|30|780
3|2012|25|768
1|2012|43|760
0|2012|20|752
1|2012|44|733
5|2012|27|717
3|2012|26|662
2|2012|31|645
1|2012|45|636
6|2012|24|631
5|2012|28|587
1|2012|46|579
2|2012|33|571
2|2012|32|565
1|2012|47|562
4|2012|24|547
1|2012|50|537
2|2012|34|533
1|2012|48|520
3|2012|27|519
1|2012|49|516
1|2012|51|460
2|2012|35|445
3|2012|28|443
0|2012|21|437
2|2012|36|422
6|2012|25|409
4|2012|25|406
1|2012|52|401
1|2012|53|394
5|2012|29|380
6|2012|26|370
1|2012|54|355
4|2012|26|354
1|2012|55|341
1|2012|56|319
2|2012|37|319
3|2012|29|297
1|2012|57|295
6|2012|27|286
1|2012|60|275
4|2012|27|262
1|2012|58|258
6|2012|28|258
2|2012|38|256
4|2012|28|253
0|2012|22|252
1|2012|61|246
3|2012|30|243
1|2012|59|242
5|2012|30|241
5|2012|32|220
5|2012|31|218
2|2012|39|206
1|2012|64|197
1|2012|62|193
1|2012|65|188
2|2012|40|185
1|2012|63|184
3|2012|32|179
4|2012|29|178
1|2012|67|177
1|2012|66|174
0|2012|23|166
1|2012|68|162
3|2012|31|162
1|2012|80|162
1|2012|69|157
5|2012|33|156
6|2012|29|155
2|2012|41|151
3|2012|34|147
3|2012|33|146
1|2012|70|144
1|2012|81|144
4|2012|30|143
1|2012|73|143
1|2012|72|141
3|2012|35|129
1|2012|71|129
3|2012|36|124
1|2012|76|124
1|2012|74|124
1|2012|75|122
2|2012|42|122
5|2012|36|119
4|2012|31|119
5|2012|34|116
5|2012|35|116
1|2012|77|116
0|2012|24|114
4|2012|32|111
2|2012|43|111
1|2012|82|108
1|2012|90|105
3|2012|37|103
1|2012|79|102
1|2012|87|99
208|2012|0|99
2|2012|44|99
1|2012|85|99
1|2012|78|98
1|2012|83|94
6|2012|30|94
1|2012|84|91
1|2012|89|91
1|2012|88|90
2|2012|45|89
1|2012|86|89
1|2012|94|87
4|2012|35|87
4|2012|33|86
1|2012|98|85
1|2012|100|84
1|2012|95|83
2|2012|46|83
1|2012|96|83
1|2012|99|82
5|2012|37|82
1|2012|91|80
6|2012|31|79
1|2012|92|75
4|2012|34|74
1|2012|93|70
3|2012|38|70
2|2012|50|69
4|2012|37|68
0|2012|26|67
6|2012|32|67
1|2012|97|66
2|2012|47|65
4|2012|36|64
2|2012|53|62
5|2012|38|60
2|2012|49|59
4|2012|38|59
2|2012|48|56
0|2012|25|56
3|2012|40|55
6|2012|34|54
2|2012|54|53
6|2012|33|51
4|2012|39|50
3|2012|39|49
2|2012|51|46
6|2012|35|46
2|2012|55|46
6|2012|36|46
5|2012|41|45
5|2012|39|44
2|2012|56|40
3|2012|41|38
6|2012|38|38
4|2012|40|37
3|2012|42|35
2|2012|52|35
5|2012|40|34
3|2012|43|33
0|2012|27|33
0|2012|28|32
4|2012|41|31
0|2012|29|30
2|2012|57|27
3|2012|47|26
6|2012|37|24
5|2012|43|24
3|2012|44|24
2|2012|58|24
5|2012|46|23
0|2012|30|23
3|2012|46|22
6|2012|39|22
2|2012|61|22
0|2012|32|22
2|2012|64|21
4|2012|44|20
2|2012|60|20
2|2012|100|20
0|2012|31|20
3|2012|50|20
5|2012|42|19
3|2012|45|19
5|2012|44|19
2|2012|59|19
2|2012|70|19
3|2012|48|18
5|2012|45|18
4|2012|42|18
3|2012|49|17
6|2012|40|16
4|2012|43|16
6|2012|41|15
2|2012|67|15
4|2012|47|14
4|2012|52|14
2|2012|65|14
2|2012|68|14
5|2012|48|14
4|2012|54|13
4|2012|46|13
4|2012|50|13
4|2012|51|12
4|2012|48|12
6|2012|42|12
0|2012|37|12
2|2012|71|12
9|2012|0|11
0|2012|34|11
4|2012|53|11
2|2012|66|11
2|2012|80|11
3|2012|53|11
2|2012|69|11
4|2012|49|10
3|2012|52|10
2|2012|75|10
3|2012|54|10
2|2012|73|10
3|2012|56|10
0|2012|35|10
0|2012|36|10
2|2012|74|10
3|2012|57|10
3|2012|60|9
0|2012|33|9
6|2012|43|9
4|2012|45|9
5|2012|55|9
4|2012|56|9
2|2012|62|9
5|2012|49|8
4|2012|57|8
8|2012|0|8
2|2012|81|8
3|2012|65|8
3|2012|58|8
3|2012|67|8
5|2012|50|8
2|2012|72|7
0|2012|46|7
0|2012|40|7
2|2012|85|7
6|2012|51|7
3|2012|62|7
4|2012|62|7
5|2012|56|7
3|2012|59|7
2|2012|63|7
3|2012|61|7
3|2012|80|6
2|2012|90|6
3|2012|75|6
0|2012|41|6
7|2012|0|6
3|2012|51|6
2|2012|78|6
6|2012|45|6
6|2012|44|6
2|2012|82|6
5|2012|54|6
2|2012|84|6
4|2012|64|6
5|2012|47|6
3|2012|63|5
2|2012|91|5
2|2012|96|5
4|2012|60|5
2|2012|77|5
4|2012|58|5
6|2012|48|5
0|2012|39|5
2|2012|86|5
0|2012|52|5
4|2012|63|5
2|2012|88|5
4|2012|76|5
6|2012|53|5
9|2012|1|5
5|2012|58|5
0|2012|58|5
2|2012|79|4
6|2012|46|4
0|2012|53|4
7|2012|2|4
4|2012|74|4
5|2012|52|4
3|2012|86|4
5|2012|62|4
4|2012|55|4
7|2012|1|4
0|2012|57|4
6|2012|58|4
3|2012|66|4
3|2012|55|4
0|2012|43|4
4|2012|69|4
3|2012|100|4
6|2012|52|4
5|2012|53|4
2|2012|83|4
2|2012|87|4
5|2012|51|4
0|2012|47|4
0|2012|42|4
3|2012|81|3
3|2012|64|3
2|2012|92|3
2|2012|97|3
4|2012|85|3
3|2012|79|3
4|2012|71|3
2|2012|89|3
3|2012|69|3
0|2012|38|3
5|2012|57|3
9|2012|8|3
5|2012|61|3
3|2012|70|3
4|2012|81|3
0|2012|59|3
5|2012|63|3
0|2012|63|3
2|2012|93|3
2|2012|98|3
4|2012|80|3
2|2012|99|3
6|2012|55|3
3|2012|68|3
0|2012|85|2
5|2012|60|2
0|2012|55|2
3|2012|71|2
0|2012|50|2
0|2012|67|2
6|2012|74|2
2|2012|76|2
3|2012|73|2
7|2012|3|2
3|2012|78|2
4|2012|87|2
4|2012|65|2
5|2012|69|2
3|2012|93|2
6|2012|49|2
208|2012|2|2
208|2012|6|2
0|2012|66|2
9|2012|3|2
4|2012|93|2
3|2012|87|2
6|2012|57|2
2|2012|94|2
208|2012|4|2
5|2012|70|2
5|2012|66|2
0|2012|79|2
4|2012|88|2
3|2012|82|2
0|2012|45|2
4|2012|59|2
5|2012|85|2
5|2012|67|2
6|2012|50|2
2|2012|95|2
6|2012|47|2
0|2012|54|2
0|2012|65|2
5|2012|71|2
3|2012|92|2
4|2012|84|1
0|2012|69|1
5|2012|64|1
249|2012|1|1
0|2012|86|1
9|2012|6|1
208|2012|3|1
4|2012|67|1
4|2012|75|1
208|2012|5|1
66|2012|4|1
6|2012|65|1
8|2012|83|1
8|2012|5|1
9|2012|4|1
3|2012|99|1
3|2012|83|1
4|2012|79|1
3|2012|77|1
5|2012|89|1
8|2012|2|1
0|2012|51|1
0|2012|77|1
5|2012|77|1
3|2012|95|1
4|2012|82|1
5|2012|73|1
3|2012|76|1
3|2012|94|1
6|2012|61|1
3|2012|90|1
5|2012|74|1
247|2012|3|1
254|2012|1|1
4|2012|61|1
7|2012|6|1
4|2012|83|1
4|2012|68|1
4|2012|89|1
0|2012|87|1
177|2012|1|1
0|2012|60|1
6|2012|60|1
4|2012|70|1
0|2012|90|1
6|2012|90|1
3|2012|97|1
3|2012|74|1
9|2012|2|1
0|2012|48|1
8|2012|1|1
10|2012|2|1
0|2012|49|1
8|2012|4|1
0|2012|91|1
3|2012|72|1
9|2012|9|1
4|2012|98|1
3|2012|85|1
5|2012|75|1
4|2012|91|1
0|2012|62|1
6|2012|87|1
3|2012|84|1
6|2012|78|1
5|2012|68|1
5|2012|95|1
65|2012|18|1
0|2012|70|1
3|2012|89|1
1|2013|1|81381772
1|2013|0|54476080
1|2013|2|42163190
1|2013|3|21528806
2|2013|1|15356812
1|2013|4|11985140
2|2013|0|9404778
2|2013|2|8230870
1|2013|5|7449696
5|2013|1|6641888
3|2013|1|4888316
1|2013|6|4779638
6|2013|1|4514806
2|2013|3|4385390
5|2013|0|4229540
5|2013|2|3480668
1|2013|7|3228254
3|2013|0|2938922
1|2013|8|2904194
6|2013|0|2894280
1|2013|9|2852000
3|2013|2|2591170
2|2013|4|2480714
4|2013|1|2384438
1|2013|10|2379766
6|2013|2|2341974
5|2013|3|1813634
1|2013|11|1647658
2|2013|5|1547204
4|2013|0|1396522
3|2013|3|1371568
4|2013|2|1276934
1|2013|17|1218326
6|2013|3|1211472
1|2013|12|1017264
5|2013|4|1017194
2|2013|6|976100
1|2013|18|944252
1|2013|16|807914
3|2013|4|770340
4|2013|3|684884
6|2013|4|675424
2|2013|7|652876
5|2013|5|638700
2|2013|9|633506
1|2013|13|628714
2|2013|8|610516
1|2013|19|564154
2|2013|10|554254
1|2013|15|517154
1|2013|14|488932
3|2013|5|485194
6|2013|5|421710
5|2013|6|410284
2|2013|11|394082
4|2013|4|380550
1|2013|20|371574
2|2013|17|356318
3|2013|6|305180
5|2013|7|278580
6|2013|6|268644
5|2013|8|258454
5|2013|9|257668
2|2013|18|256602
4|2013|5|243898
1|2013|21|240646
2|2013|12|230340
5|2013|10|217310
2|2013|16|215854
3|2013|7|196256
6|2013|7|182246
3|2013|9|173410
3|2013|8|172404
6|2013|9|167644
6|2013|8|167010
4|2013|6|152412
5|2013|11|152326
3|2013|10|148634
2|2013|19|141790
6|2013|10|141088
2|2013|13|138400
5|2013|17|124622
2|2013|15|117112
3|2013|11|110316
1|2013|22|110058
2|2013|14|109250
6|2013|11|98650
2|2013|20|95064
5|2013|18|94334
4|2013|7|94326
3|2013|17|92956
5|2013|12|90768
4|2013|9|84828
4|2013|8|83214
6|2013|17|81012
5|2013|16|76504
4|2013|10|74282
3|2013|18|67438
3|2013|12|66212
2|2013|21|63714
6|2013|18|62288
6|2013|12|59496
4|2013|11|57140
5|2013|19|55334
5|2013|13|55294
3|2013|16|54550
1|2013|23|51800
6|2013|16|51092
4|2013|17|51010
5|2013|15|46202
5|2013|14|44046
3|2013|13|39302
6|2013|13|37178
6|2013|19|37032
4|2013|18|36078
5|2013|20|35812
3|2013|19|35168
4|2013|12|33822
1|2013|24|32660
3|2013|15|30816
3|2013|14|30098
6|2013|15|30080
2|2013|22|29060
6|2013|14|28548
4|2013|16|28490
3|2013|20|24294
6|2013|20|24076
5|2013|21|23254
1|2013|25|23250
1|2013|26|20034
4|2013|13|19504
4|2013|19|17802
1|2013|27|17022
1|2013|28|16528
3|2013|21|16382
4|2013|15|15890
6|2013|21|15338
4|2013|14|15226
2|2013|23|12950
4|2013|20|12016
1|2013|29|10182
5|2013|22|10146
0|2013|0|9028
4|2013|21|8422
3|2013|22|7886
2|2013|24|7764
1|2013|30|7326
6|2013|22|6656
1|2013|31|6150
1|2013|32|5626
2|2013|25|5512
2|2013|26|4612
5|2013|23|4586
1|2013|33|4542
1|2013|34|4230
4|2013|22|4212
2|2013|27|3978
1|2013|35|3842
2|2013|28|3782
3|2013|23|3532
1|2013|36|3390
6|2013|23|3046
5|2013|24|2718
1|2013|37|2584
2|2013|29|2468
1|2013|38|2140
3|2013|24|2084
1|2013|39|1950
6|2013|24|1894
5|2013|25|1858
4|2013|23|1762
2|2013|30|1728
1|2013|40|1706
5|2013|26|1600
1|2013|41|1598
3|2013|25|1512
2|2013|31|1408
3|2013|26|1298
5|2013|28|1292
1|2013|42|1272
5|2013|27|1250
6|2013|25|1242
4|2013|24|1166
2|2013|32|1136
1|2013|43|1114
6|2013|26|1090
3|2013|27|1082
3|2013|28|1068
2|2013|33|1034
1|2013|44|996
2|2013|34|938
2|2013|35|906
1|2013|45|878
4|2013|25|870
6|2013|27|862
2|2013|36|852
6|2013|28|846
1|2013|50|834
1|2013|47|782
1|2013|46|766
4|2013|26|760
1|2013|48|740
2|2013|37|666
5|2013|29|654
1|2013|49|630
3|2013|29|600
1|2013|51|584
4|2013|27|556
1|2013|52|544
4|2013|28|540
6|2013|29|526
2|2013|38|508
1|2013|54|474
1|2013|55|428
1|2013|53|418
5|2013|30|414
2|2013|39|414
2|2013|40|384
3|2013|30|376
1|2013|56|374
6|2013|30|372
3|2013|31|370
4|2013|29|362
5|2013|31|356
1|2013|58|354
1|2013|57|330
3|2013|34|322
3|2013|32|300
3|2013|33|298
2|2013|41|296
5|2013|32|292
1|2013|60|284
6|2013|31|278
3|2013|36|268
4|2013|30|268
1|2013|59|266
5|2013|34|260
2|2013|42|252
4|2013|31|236
5|2013|33|234
6|2013|32|232
6|2013|35|232
0|2013|1|228
1|2013|63|224
1|2013|61|224
2|2013|44|220
5|2013|35|220
1|2013|62|218
4|2013|32|212
6|2013|34|208
2|2013|43|208
4|2013|33|206
3|2013|35|202
6|2013|33|200
5|2013|36|190
4|2013|34|188
5|2013|37|184
1|2013|64|182
1|2013|66|178
6|2013|36|176
1|2013|65|174
1|2013|80|168
3|2013|38|166
1|2013|70|164
1|2013|68|160
2|2013|50|156
1|2013|69|156
2|2013|45|154
3|2013|37|152
1|2013|67|146
2|2013|46|144
1|2013|71|142
1|2013|72|140
3|2013|41|134
4|2013|36|134
4|2013|35|132
1|2013|81|130
1|2013|73|128
5|2013|38|128
2|2013|48|126
6|2013|37|124
2|2013|47|122
3|2013|39|120
1|2013|83|118
6|2013|38|118
1|2013|74|116
4|2013|37|114
1|2013|78|106
1|2013|76|104
1|2013|84|104
3|2013|40|102
0|2013|2|102
0|2013|4|102
2|2013|51|102
1|2013|82|100
1|2013|100|100
1|2013|90|98
1|2013|75|96
2|2013|52|94
0|2013|3|90
5|2013|39|86
1|2013|85|86
1|2013|91|82
2|2013|56|82
6|2013|39|80
3|2013|42|80
2|2013|57|78
0|2013|5|78
1|2013|77|78
2|2013|53|78
4|2013|39|76
1|2013|79|76
5|2013|40|76
2|2013|49|74
1|2013|86|72
2|2013|54|70
2|2013|55|68
2|2013|58|68
4|2013|40|68
1|2013|95|68
3|2013|43|66
1|2013|88|62
3|2013|46|60
4|2013|38|60
1|2013|96|58
5|2013|41|58
1|2013|87|56
1|2013|98|54
4|2013|42|54
3|2013|45|54
1|2013|94|54
1|2013|93|54
2|2013|64|52
4|2013|43|50
4|2013|41|50
2|2013|60|48
1|2013|97|48
0|2013|6|48
6|2013|40|48
3|2013|50|46
0|2013|17|46
2|2013|61|46
1|2013|99|46
2|2013|59|46
1|2013|92|46
6|2013|41|44
1|2013|500|44
6|2013|43|42
1|2013|89|42
5|2013|43|40
3|2013|47|38
0|2013|7|38
5|2013|42|36
7|2013|0|36
5|2013|45|36
3|2013|52|36
3|2013|48|34
3|2013|44|34
4|2013|46|34
0|2013|10|32
0|2013|8|32
3|2013|49|30
2|2013|80|28
3|2013|60|28
4|2013|48|28
208|2013|0|26
2|2013|66|26
8|2013|0|26
2|2013|62|26
0|2013|11|26
4|2013|55|24
2|2013|65|24
4|2013|51|24
9|2013|0|24
6|2013|42|24
2|2013|67|24
2|2013|63|22
3|2013|51|22
0|2013|14|22
4|2013|44|22
0|2013|9|22
5|2013|46|20
0|2013|12|20
4|2013|52|20
2|2013|69|20
2|2013|71|20
3|2013|53|20
5|2013|47|20
3|2013|55|18
5|2013|58|18
2|2013|77|18
4|2013|56|18
5|2013|54|18
0|2013|18|18
5|2013|51|18
4|2013|45|18
2|2013|81|18
0|2013|16|16
0|2013|13|16
2|2013|82|16
2|2013|74|16
0|2013|15|16
4|2013|54|16
3|2013|57|16
2|2013|83|16
6|2013|45|16
4|2013|50|16
5|2013|53|16
2|2013|87|16
2|2013|72|14
6|2013|44|14
2|2013|75|14
5|2013|55|14
2|2013|73|14
4|2013|49|14
3|2013|61|14
4|2013|61|14
2|2013|76|14
2|2013|78|14
2|2013|70|14
3|2013|59|14
4|2013|47|14
5|2013|44|14
3|2013|65|14
5|2013|52|14
3|2013|80|12
3|2013|68|12
2|2013|79|12
3|2013|54|12
6|2013|47|12
2|2013|84|12
1|2013|3180000|12
2|2013|68|12
0|2013|22|12
1|2013|318|12
5|2013|49|12
0|2013|19|12
5|2013|50|12
1|2013|193|10
6|2013|53|10
1|2013|188|10
4|2013|65|10
3|2013|56|10
2|2013|94|10
1|2013|176|10
1|2013|174|10
2|2013|95|10
9|2013|1|10
0|2013|23|10
2|2013|90|10
1|2013|318000|10
1|2013|178|10
6|2013|51|10
4|2013|57|10
4|2013|62|10
5|2013|56|8
3|2013|64|8
1|2013|180|8
4|2013|70|8
2|2013|85|8
1|2013|191|8
0|2013|21|8
7|2013|1|8
1|2013|120|8
1|2013|171|8
5|2013|60|8
7|2013|2|8
6|2013|55|8
2|2013|500|8
6|2013|52|8
2|2013|172|8
5|2013|48|8
1|2013|400|8
2|2013|100|8
4|2013|80|8
6|2013|49|8
3|2013|63|8
0|2013|25|8
0|2013|20|8
1|2013|184|8
1|2013|167|8
3|2013|74|8
3|2013|72|8
6|2013|46|8
1|2013|150|8
1|2013|141|8
4|2013|53|8
5|2013|57|8
3|2013|67|8
3|2013|70|6
1|2013|165|6
1|2013|162|6
1|2013|186|6
2|2013|200|6
1|2013|600|6
2|2013|97|6
4|2013|60|6
9|2013|2|6
2|2013|169|6
3|2013|66|6
2|2013|177|6
1|2013|179|6
1|2013|159|6
6|2013|56|6
1|2013|189|6
1|2013|28400|6
1|2013|207|6
9|2013|3|6
2|2013|89|6
1|2013|177|6
1|2013|169|6
1|2013|175|6
1|2013|110|6
1|2013|199|6
6|2013|59|6
1|2013|220|6
1|2013|192|6
1|2013|166|6
1|2013|222|6
0|2013|31|6
1|2013|172|6
2|2013|86|6
8|2013|1|6
1|2013|202|6
1|2013|50033|6
7|2013|4|6
1|2013|219|6
1|2013|160|4
1|2013|117|4
5|2013|59|4
2|2013|216|4
6|2013|60|4
1|2013|245|4
4|2013|87|4
4|2013|58|4
1|2013|217|4
4|2013|63|4
0|2013|28|4
4|2013|74|4
1|2013|123|4
2|2013|190|4
1|2013|3318000|4
5|2013|68|4
2|2013|93|4
3|2013|181|4
1|2013|118|4
1|2013|533180|4
1|2013|210|4
3|2013|189|4
1|2013|205|4
4|2013|69|4
3|2013|86|4
9|2013|9|4
1|2013|170|4
2|2013|186|4
1|2013|185|4
1|2013|161|4
3|2013|533180|4
4|2013|79|4
1|2013|45000|4
2|2013|171|4
3|2013|90|4
1|2013|163|4
1|2013|5000000|4
3|2013|81|4
1|2013|5043318|4
1|2013|187|4
3|2013|91|4
1|2013|211|4
1|2013|6674|4
3|2013|69|4
0|2013|34|4
2|2013|176|4
1|2013|11800001|4
1|2013|183|4
1|2013|119|4
3|2013|78|4
1|2013|134|4
2|2013|175|4
5|2013|61|4
6|2013|48|4
1|2013|240|4
2|2013|178|4
1|2013|208|4
4|2013|67|4
1|2013|146|4
1|2013|5000|4
7|2013|5|4
1|2013|104|4
1|2013|190|4
1|2013|800|4
1|2013|182|4
2|2013|92|4
