trips.passenger_count|pickup_year|distance|the_count
INT|INT|INT|LONG
4|2010|6|77471
4|2010|5|128228
4|2010|4|197248
4|2010|3|368852
4|2010|2|680057
4|2010|1|1265914
4|2010|0|760565
4|2011|100|2
4|2011|97|1
4|2011|96|1
4|2011|94|1
4|2011|92|1
4|2011|91|1
4|2011|89|1
4|2011|87|2
4|2011|85|2
4|2011|84|1
4|2011|83|1
4|2011|82|2
4|2011|81|3
4|2011|79|2
4|2011|75|1
4|2011|74|1
4|2011|72|1
4|2011|70|1
4|2011|69|2
4|2011|67|2
4|2011|66|4
4|2011|65|2
4|2011|64|1
4|2011|62|8
4|2011|61|7
4|2011|60|2
4|2011|59|7
4|2011|58|4
4|2011|57|3
4|2011|56|1
4|2011|55|6
4|2011|54|4
4|2011|53|3
4|2011|52|3
4|2011|51|8
4|2011|50|13
4|2011|49|6
4|2011|48|14
4|2011|47|17
4|2011|46|11
4|2011|45|9
4|2011|44|13
4|2011|43|21
4|2011|42|16
4|2011|41|21
4|2011|40|27
4|2011|39|30
4|2011|38|38
4|2011|37|48
4|2011|36|55
4|2011|35|59
4|2011|34|78
4|2011|33|68
4|2011|32|96
4|2011|31|95
4|2011|30|141
4|2011|29|162
4|2011|28|198
4|2011|27|301
4|2011|26|351
4|2011|25|344
4|2011|24|538
4|2011|23|863
4|2011|22|1803
4|2011|21|3773
4|2011|20|5592
4|2011|19|8171
4|2011|18|16493
4|2011|17|24439
4|2011|16|14006
4|2011|15|7337
4|2011|14|7105
4|2011|13|9246
4|2011|12|15712
4|2011|11|27402
4|2011|10|35514
4|2011|9|40516
4|2011|8|40097
4|2011|7|48614
4|2011|6|80269
4|2011|5|134706
4|2011|4|204640
4|2011|3|375159
4|2011|2|685280
4|2011|1|1271874
4|2011|0|758242
4|2012|98|1
4|2012|93|2
4|2012|91|1
4|2012|89|1
4|2012|88|2
4|2012|87|2
4|2012|85|3
4|2012|84|1
4|2012|83|1
4|2012|82|1
4|2012|81|3
4|2012|80|3
4|2012|79|1
4|2012|76|5
4|2012|75|1
4|2012|74|4
4|2012|71|3
4|2012|70|1
4|2012|69|4
4|2012|68|1
4|2012|67|1
4|2012|65|2
4|2012|64|6
4|2012|63|5
4|2012|62|7
4|2012|61|1
4|2012|60|5
4|2012|59|2
4|2012|58|5
4|2012|57|8
4|2012|56|9
4|2012|55|4
4|2012|54|13
4|2012|53|11
4|2012|52|14
4|2012|51|12
4|2012|50|13
4|2012|49|10
4|2012|48|12
4|2012|47|14
4|2012|46|13
4|2012|45|9
4|2012|44|20
4|2012|43|16
4|2012|42|18
4|2012|41|31
4|2012|40|37
4|2012|39|50
4|2012|38|59
4|2012|37|68
4|2012|36|64
4|2012|35|87
4|2012|34|74
4|2012|33|86
4|2012|32|111
4|2012|31|119
4|2012|30|143
4|2012|29|178
4|2012|28|253
4|2012|27|262
4|2012|26|354
4|2012|25|406
4|2012|24|547
4|2012|23|931
4|2012|22|2022
4|2012|21|4067
4|2012|20|5768
4|2012|19|8185
4|2012|18|16212
4|2012|17|23526
4|2012|16|13299
4|2012|15|7625
4|2012|14|7370
4|2012|13|9906
4|2012|12|17257
4|2012|11|29616
4|2012|10|38055
4|2012|9|42820
4|2012|8|42204
4|2012|7|49557
4|2012|6|81836
4|2012|5|132985
4|2012|4|204716
4|2012|3|367483
4|2012|2|675174
4|2012|1|1252412
4|2012|0|716323
4|2013|8000000|2
4|2013|60000|2
4|2013|31800|2
4|2013|4900|2
4|2013|1566|2
4|2013|500|2
4|2013|216|2
4|2013|199|2
4|2013|197|2
4|2013|192|2
4|2013|184|2
4|2013|177|4
4|2013|175|2
4|2013|167|2
4|2013|164|2
4|2013|162|2
4|2013|159|2
4|2013|154|2
4|2013|128|2
4|2013|123|2
4|2013|100|2
4|2013|99|2
4|2013|98|2
4|2013|96|2
4|2013|94|2
4|2013|90|2
4|2013|89|2
4|2013|88|2
4|2013|87|4
4|2013|84|4
4|2013|83|2
4|2013|82|2
4|2013|81|2
4|2013|80|8
4|2013|79|4
4|2013|78|2
4|2013|76|2
4|2013|74|4
4|2013|73|2
4|2013|72|2
4|2013|71|2
4|2013|70|8
4|2013|69|4
4|2013|68|4
4|2013|67|4
4|2013|66|2
4|2013|65|10
4|2013|64|4
4|2013|63|4
4|2013|62|10
4|2013|61|14
4|2013|60|6
4|2013|59|4
4|2013|58|4
4|2013|57|10
4|2013|56|18
4|2013|55|24
4|2013|54|16
4|2013|53|8
4|2013|52|20
4|2013|51|24
4|2013|50|16
4|2013|49|14
4|2013|48|28
4|2013|47|14
4|2013|46|34
4|2013|45|18
4|2013|44|22
4|2013|43|50
4|2013|42|54
4|2013|41|50
4|2013|40|68
4|2013|39|76
4|2013|38|60
4|2013|37|114
4|2013|36|134
4|2013|35|132
4|2013|34|188
4|2013|33|206
4|2013|32|212
4|2013|31|236
4|2013|30|268
4|2013|29|362
4|2013|28|540
4|2013|27|556
4|2013|26|760
4|2013|25|870
4|2013|24|1166
4|2013|23|1762
4|2013|22|4212
4|2013|21|8422
4|2013|20|12016
4|2013|19|17802
4|2013|18|36078
4|2013|17|51010
4|2013|16|28490
4|2013|15|15890
4|2013|14|15226
4|2013|13|19504
4|2013|12|33822
4|2013|11|57140
4|2013|10|74282
4|2013|9|84828
4|2013|8|83214
4|2013|7|94326
4|2013|6|152412
4|2013|5|243898
4|2013|4|380550
4|2013|3|684884
4|2013|2|1276934
4|2013|1|2384438
4|2013|0|1396522
4|2014|501|2
4|2014|100|8
4|2014|99|4
4|2014|97|2
4|2014|93|2
4|2014|88|2
4|2014|87|2
4|2014|84|4
4|2014|82|4
4|2014|81|6
4|2014|80|4
4|2014|79|2
4|2014|78|2
4|2014|76|6
4|2014|75|2
4|2014|72|6
4|2014|71|6
4|2014|70|4
4|2014|69|4
4|2014|68|10
4|2014|67|2
4|2014|66|4
4|2014|65|4
4|2014|64|6
4|2014|63|8
4|2014|62|2
4|2014|61|8
4|2014|60|6
4|2014|59|4
4|2014|58|14
4|2014|57|14
4|2014|56|10
4|2014|55|2
4|2014|54|18
4|2014|53|18
4|2014|52|18
4|2014|51|20
4|2014|50|28
4|2014|49|20
4|2014|48|22
4|2014|47|30
4|2014|46|38
4|2014|45|26
4|2014|44|36
4|2014|43|28
4|2014|42|52
4|2014|41|44
4|2014|40|48
4|2014|39|72
4|2014|38|80
4|2014|37|108
4|2014|36|144
4|2014|35|136
4|2014|34|174
4|2014|33|242
4|2014|32|248
4|2014|31|266
4|2014|30|308
4|2014|29|468
4|2014|28|662
4|2014|27|792
4|2014|26|872
4|2014|25|846
4|2014|24|1224
4|2014|23|1914
4|2014|22|4398
4|2014|21|9076
4|2014|20|13094
4|2014|19|19124
4|2014|18|38958
4|2014|17|56736
4|2014|16|31726
4|2014|15|16788
4|2014|14|14966
4|2014|13|19292
4|2014|12|31716
4|2014|11|55438
4|2014|10|73270
4|2014|9|84466
4|2014|8|81882
4|2014|7|90502
4|2014|6|142424
4|2014|5|228756
4|2014|4|351456
4|2014|3|624224
4|2014|2|1180992
4|2014|1|2247136
4|2014|0|1346618
5|2010|2705490|1
5|2010|126|1
5|2010|100|1
5|2010|97|1
5|2010|96|1
5|2010|83|1
5|2010|75|1
5|2010|70|1
5|2010|67|2
5|2010|64|1
5|2010|63|1
5|2010|62|1
5|2010|61|2
5|2010|59|2
5|2010|58|2
5|2010|57|2
5|2010|56|1
5|2010|55|2
5|2010|54|4
5|2010|53|4
5|2010|52|5
5|2010|51|5
5|2010|50|4
5|2010|49|12
5|2010|48|10
5|2010|47|10
5|2010|46|14
5|2010|45|18
5|2010|44|26
5|2010|43|37
5|2010|42|42
5|2010|41|44
5|2010|40|45
5|2010|39|73
5|2010|38|77
5|2010|37|89
5|2010|36|152
5|2010|35|162
5|2010|34|201
5|2010|33|175
5|2010|32|218
5|2010|31|240
5|2010|30|289
5|2010|29|446
5|2010|28|675
5|2010|27|798
5|2010|26|1033
5|2010|25|1248
5|2010|24|1820
5|2010|23|2999
5|2010|22|6430
5|2010|21|14273
5|2010|20|22250
5|2010|19|32837
5|2010|18|55209
5|2010|17|73960
5|2010|16|46000
5|2010|15|28500
5|2010|14|28544
5|2010|13|36421
5|2010|12|61190
5|2010|11|99868
5|2010|10|140686
5|2010|9|163657
5|2010|8|163531
5|2010|7|183019
5|2010|6|273493
5|2010|5|433266
5|2010|4|698967
5|2010|3|1274896
5|2010|2|2466510
5|2010|1|4729704
5|2010|0|3173146
5|2010|-21474834|1
5|2011|93|1
5|2011|89|1
5|2011|88|1
5|2011|85|1
5|2011|83|2
5|2011|80|1
5|2011|78|3
5|2011|77|2
5|2011|75|1
5|2011|73|1
5|2011|68|2
5|2011|67|1
5|2011|66|2
5|2011|65|3
5|2011|63|1
5|2011|62|2
5|2011|61|2
5|2011|60|4
5|2011|59|3
5|2011|58|6
5|2011|57|5
5|2011|56|8
5|2011|55|9
5|2011|54|5
5|2011|53|10
5|2011|52|6
5|2011|51|8
5|2011|50|3
5|2011|49|14
5|2011|48|7
5|2011|47|9
5|2011|46|19
5|2011|45|20
5|2011|44|21
5|2011|43|28
5|2011|42|37
5|2011|41|40
5|2011|40|51
5|2011|39|50
5|2011|38|78
5|2011|37|130
5|2011|36|143
5|2011|35|151
5|2011|34|186
5|2011|33|173
5|2011|32|233
5|2011|31|285
5|2011|30|307
5|2011|29|415
5|2011|28|671
5|2011|27|777
5|2011|26|1064
5|2011|25|1229
5|2011|24|1867
5|2011|23|2880
5|2011|22|6150
5|2011|21|14205
5|2011|20|22787
5|2011|19|34074
5|2011|18|57743
5|2011|17|77766
5|2011|16|46815
5|2011|15|29084
5|2011|14|28531
5|2011|13|36275
5|2011|12|59353
5|2011|11|96997
5|2011|10|139184
5|2011|9|165959
5|2011|8|165684
5|2011|7|187292
5|2011|6|279639
5|2011|5|443195
5|2011|4|702415
5|2011|3|1268467
5|2011|2|2424800
5|2011|1|4614952
5|2011|0|2963715
5|2012|95|1
5|2012|89|1
5|2012|85|2
5|2012|77|1
5|2012|75|1
5|2012|74|1
5|2012|73|1
5|2012|71|2
5|2012|70|2
5|2012|69|2
5|2012|68|1
5|2012|67|2
5|2012|66|2
5|2012|64|1
5|2012|63|3
5|2012|62|4
5|2012|61|3
5|2012|60|2
5|2012|58|5
5|2012|57|3
5|2012|56|7
5|2012|55|9
5|2012|54|6
5|2012|53|4
5|2012|52|4
5|2012|51|4
5|2012|50|8
5|2012|49|8
5|2012|48|14
5|2012|47|6
5|2012|46|23
5|2012|45|18
5|2012|44|19
5|2012|43|24
5|2012|42|19
5|2012|41|45
5|2012|40|34
5|2012|39|44
5|2012|38|60
5|2012|37|82
5|2012|36|119
5|2012|35|116
5|2012|34|116
5|2012|33|156
5|2012|32|220
5|2012|31|218
5|2012|30|241
5|2012|29|380
5|2012|28|587
5|2012|27|717
5|2012|26|875
5|2012|25|1111
5|2012|24|1608
5|2012|23|2686
5|2012|22|5876
5|2012|21|12965
5|2012|20|20580
5|2012|19|30753
5|2012|18|52308
5|2012|17|67565
5|2012|16|41625
5|2012|15|26655
5|2012|14|25759
5|2012|13|33313
5|2012|12|53817
5|2012|11|88958
5|2012|10|127168
5|2012|9|150126
5|2012|8|151392
5|2012|7|169775
5|2012|6|251346
5|2012|5|394984
5|2012|4|624544
5|2012|3|1116242
5|2012|2|2126425
5|2012|1|3995373
5|2012|0|2486162
5|2013|275|2
5|2013|245|2
5|2013|217|2
5|2013|100|2
5|2013|97|2
5|2013|89|2
5|2013|87|2
5|2013|85|2
5|2013|82|2
5|2013|79|2
5|2013|78|2
5|2013|76|2
5|2013|73|2
5|2013|72|2
5|2013|69|2
5|2013|68|4
5|2013|67|2
5|2013|66|2
5|2013|65|2
5|2013|63|2
5|2013|62|4
5|2013|61|4
5|2013|60|8
5|2013|59|4
5|2013|58|18
5|2013|57|8
5|2013|56|8
5|2013|55|14
5|2013|54|18
5|2013|53|16
5|2013|52|14
5|2013|51|18
5|2013|50|12
5|2013|49|12
5|2013|48|8
5|2013|47|20
5|2013|46|20
5|2013|45|36
5|2013|44|14
5|2013|43|40
5|2013|42|36
5|2013|41|58
5|2013|40|76
5|2013|39|86
5|2013|38|128
5|2013|37|184
5|2013|36|190
5|2013|35|220
5|2013|34|260
5|2013|33|234
5|2013|32|292
5|2013|31|356
5|2013|30|414
5|2013|29|654
5|2013|28|1292
5|2013|27|1250
5|2013|26|1600
5|2013|25|1858
5|2013|24|2718
5|2013|23|4586
5|2013|22|10146
5|2013|21|23254
5|2013|20|35812
5|2013|19|55334
5|2013|18|94334
5|2013|17|124622
5|2013|16|76504
5|2013|15|46202
5|2013|14|44046
5|2013|13|55294
5|2013|12|90768
5|2013|11|152326
5|2013|10|217310
5|2013|9|257668
5|2013|8|258454
5|2013|7|278580
5|2013|6|410284
5|2013|5|638700
5|2013|4|1017194
5|2013|3|1813634
5|2013|2|3480668
5|2013|1|6641888
5|2013|0|4229540
5|2014|79|2
5|2014|77|2
5|2014|74|2
5|2014|70|2
5|2014|66|4
5|2014|65|6
5|2014|64|2
5|2014|63|4
5|2014|62|2
5|2014|61|4
5|2014|60|14
5|2014|59|10
5|2014|58|8
5|2014|57|6
5|2014|56|12
5|2014|55|16
5|2014|54|12
5|2014|53|4
5|2014|52|12
5|2014|51|12
5|2014|50|4
5|2014|49|16
5|2014|48|8
5|2014|47|22
5|2014|46|28
5|2014|45|24
5|2014|44|36
5|2014|43|40
5|2014|42|42
5|2014|41|58
5|2014|40|66
5|2014|39|72
5|2014|38|112
5|2014|37|162
5|2014|36|228
5|2014|35|234
5|2014|34|200
5|2014|33|274
5|2014|32|350
5|2014|31|356
5|2014|30|510
5|2014|29|854
5|2014|28|1366
5|2014|27|1478
5|2014|26|1622
5|2014|25|2076
5|2014|24|2684
5|2014|23|4380
5|2014|22|9996
5|2014|21|23498
5|2014|20|36042
5|2014|19|54248
5|2014|18|95768
5|2014|17|128254
5|2014|16|80476
5|2014|15|47548
5|2014|14|43512
5|2014|13|55498
5|2014|12|86986
5|2014|11|146896
5|2014|10|211216
5|2014|9|249516
5|2014|8|248324
5|2014|7|262986
5|2014|6|380188
5|2014|5|586806
5|2014|4|922138
5|2014|3|1628296
5|2014|2|3133230
5|2014|1|6109282
5|2014|0|3993554
6|2010|82|1
6|2010|60|1
6|2010|55|1
6|2010|53|1
6|2010|52|1
6|2010|50|1
6|2010|49|1
6|2010|48|1
6|2010|46|3
6|2010|45|1
6|2010|44|1
6|2010|43|5
6|2010|42|1
6|2010|41|1
6|2010|40|1
6|2010|39|3
6|2010|38|1
6|2010|37|3
6|2010|36|6
6|2010|35|4
6|2010|34|3
6|2010|33|10
6|2010|32|6
6|2010|31|12
6|2010|30|7
6|2010|29|12
6|2010|28|30
6|2010|27|24
6|2010|26|47
6|2010|25|46
6|2010|24|60
6|2010|23|105
6|2010|22|220
6|2010|21|496
6|2010|20|795
6|2010|19|1100
6|2010|18|1817
6|2010|17|2552
6|2010|16|1649
6|2010|15|1058
6|2010|14|1169
6|2010|13|1538
6|2010|12|2647
6|2010|11|4498
6|2010|10|6463
6|2010|9|7499
6|2010|8|7584
6|2010|7|8568
6|2010|6|12863
6|2010|5|20577
6|2010|4|33336
6|2010|3|61599
6|2010|2|119564
6|2010|1|232840
6|2010|0|159794
6|2011|68|1
6|2011|61|1
6|2011|60|1
6|2011|58|2
6|2011|56|1
6|2011|55|1
6|2011|53|1
6|2011|50|1
6|2011|49|2
6|2011|48|1
6|2011|46|2
6|2011|45|1
6|2011|44|2
6|2011|43|5
6|2011|42|2
6|2011|40|8
6|2011|39|2
6|2011|38|6
6|2011|37|5
6|2011|36|12
6|2011|35|16
6|2011|34|17
6|2011|33|16
6|2011|32|26
6|2011|31|27
6|2011|30|26
6|2011|29|32
6|2011|28|72
6|2011|27|93
6|2011|26|103
6|2011|25|130
6|2011|24|202
6|2011|23|275
6|2011|22|579
6|2011|21|1437
6|2011|20|2266
6|2011|19|3334
6|2011|18|5533
6|2011|17|7330
6|2011|16|4855
6|2011|15|3107
6|2011|14|3094
6|2011|13|4051
6|2011|12|6749
6|2011|11|11113
6|2011|10|15866
6|2011|9|18458
6|2011|8|18652
6|2011|7|20921
6|2011|6|31599
6|2011|5|49415
6|2011|4|79451
6|2011|3|141084
6|2011|2|270034
6|2011|1|510399
6|2011|0|326070
6|2012|90|1
6|2012|87|1
6|2012|78|1
6|2012|74|2
6|2012|65|1
6|2012|61|1
6|2012|60|1
6|2012|58|4
6|2012|57|2
6|2012|55|3
6|2012|53|5
6|2012|52|4
6|2012|51|7
6|2012|50|2
6|2012|49|2
6|2012|48|5
6|2012|47|2
6|2012|46|4
6|2012|45|6
6|2012|44|6
6|2012|43|9
6|2012|42|12
6|2012|41|15
6|2012|40|16
6|2012|39|22
6|2012|38|38
6|2012|37|24
6|2012|36|46
6|2012|35|46
6|2012|34|54
6|2012|33|51
6|2012|32|67
6|2012|31|79
6|2012|30|94
6|2012|29|155
6|2012|28|258
6|2012|27|286
6|2012|26|370
6|2012|25|409
6|2012|24|631
6|2012|23|1054
6|2012|22|2385
6|2012|21|5352
6|2012|20|8340
6|2012|19|12820
6|2012|18|21342
6|2012|17|28146
6|2012|16|17175
6|2012|15|10939
6|2012|14|10307
6|2012|13|13793
6|2012|12|22437
6|2012|11|37167
6|2012|10|52859
6|2012|9|61859
6|2012|8|61453
6|2012|7|68219
6|2012|6|101193
6|2012|5|158276
6|2012|4|251205
6|2012|3|448434
6|2012|2|858287
6|2012|1|1618006
6|2012|0|1006918
6|2013|81|2
6|2013|77|2
6|2013|75|2
6|2013|70|2
6|2013|68|2
6|2013|66|2
6|2013|65|2
6|2013|64|2
6|2013|63|2
6|2013|62|4
6|2013|61|2
6|2013|60|4
6|2013|59|6
6|2013|58|2
6|2013|57|4
6|2013|56|6
6|2013|55|8
6|2013|54|2
6|2013|53|10
6|2013|52|8
6|2013|51|10
6|2013|50|4
6|2013|49|8
6|2013|48|4
6|2013|47|12
6|2013|46|8
6|2013|45|16
6|2013|44|14
6|2013|43|42
6|2013|42|24
6|2013|41|44
6|2013|40|48
6|2013|39|80
6|2013|38|118
6|2013|37|124
6|2013|36|176
6|2013|35|232
6|2013|34|208
6|2013|33|200
6|2013|32|232
6|2013|31|278
6|2013|30|372
6|2013|29|526
6|2013|28|846
6|2013|27|862
6|2013|26|1090
6|2013|25|1242
6|2013|24|1894
6|2013|23|3046
6|2013|22|6656
6|2013|21|15338
6|2013|20|24076
6|2013|19|37032
6|2013|18|62288
6|2013|17|81012
6|2013|16|51092
6|2013|15|30080
6|2013|14|28548
6|2013|13|37178
6|2013|12|59496
6|2013|11|98650
6|2013|10|141088
6|2013|9|167644
6|2013|8|167010
6|2013|7|182246
6|2013|6|268644
6|2013|5|421710
6|2013|4|675424
6|2013|3|1211472
6|2013|2|2341974
6|2013|1|4514806
6|2013|0|2894280
6|2014|82|2
6|2014|74|2
6|2014|73|2
6|2014|66|2
6|2014|65|2
6|2014|64|2
6|2014|63|4
6|2014|60|2
6|2014|59|4
6|2014|58|2
6|2014|57|4
6|2014|56|6
6|2014|55|8
6|2014|54|4
6|2014|53|14
6|2014|52|4
6|2014|51|6
6|2014|50|4
6|2014|49|6
6|2014|48|10
6|2014|47|8
6|2014|46|14
6|2014|45|8
6|2014|44|24
6|2014|43|18
6|2014|42|24
6|2014|41|28
6|2014|40|36
6|2014|39|38
6|2014|38|54
6|2014|37|80
6|2014|36|98
6|2014|35|150
6|2014|34|162
6|2014|33|144
6|2014|32|232
6|2014|31|248
6|2014|30|294
6|2014|29|496
6|2014|28|878
6|2014|27|800
6|2014|26|1020
6|2014|25|1304
6|2014|24|1664
6|2014|23|2562
6|2014|22|5892
6|2014|21|13740
6|2014|20|21964
6|2014|19|33698
6|2014|18|58382
6|2014|17|78042
6|2014|16|50380
6|2014|15|29210
6|2014|14|26902
6|2014|13|34530
6|2014|12|54046
6|2014|11|88800
6|2014|10|130384
6|2014|9|156910
6|2014|8|156218
6|2014|7|167286
6|2014|6|243038
6|2014|5|376678
6|2014|4|596096
6|2014|3|1061408
6|2014|2|2078318
6|2014|1|4080070
6|2014|0|2695324
7|2010|18|1
7|2010|1|2
7|2010|0|1
7|2011|17|1
7|2011|9|1
7|2011|2|4
7|2011|1|2
7|2012|6|1
7|2012|3|2
7|2012|2|4
7|2012|1|4
7|2012|0|6
7|2013|17|2
7|2013|8|2
7|2013|6|2
7|2013|5|4
7|2013|4|6
7|2013|3|2
7|2013|2|8
7|2013|1|8
7|2013|0|36
7|2014|25|2
7|2014|21|2
7|2014|18|8
7|2014|17|2
7|2014|16|2
7|2014|15|6
7|2014|14|2
7|2014|13|6
7|2014|12|6
7|2014|11|6
7|2014|10|4
7|2014|9|4
7|2014|8|4
7|2014|7|2
7|2014|5|8
7|2014|4|6
7|2014|3|14
7|2014|2|22
7|2014|1|40
7|2014|0|128
8|2010|0|1
8|2011|6|1
8|2011|5|1
8|2012|83|1
8|2012|5|1
8|2012|4|1
8|2012|2|1
8|2012|1|1
8|2012|0|8
8|2013|15|4
8|2013|14|2
8|2013|11|2
8|2013|8|2
8|2013|4|2
8|2013|3|2
8|2013|2|4
8|2013|1|6
8|2013|0|26
8|2014|21|2
8|2014|20|4
8|2014|19|6
8|2014|18|8
8|2014|16|6
8|2014|14|6
8|2014|12|2
8|2014|11|2
8|2014|10|2
8|2014|9|2
8|2014|7|6
8|2014|6|4
8|2014|4|10
8|2014|3|10
8|2014|2|14
8|2014|1|14
8|2014|0|98
9|2010|3|1
9|2010|1|1
9|2010|0|1
9|2011|17|1
9|2011|2|2
9|2011|1|1
9|2011|0|4
9|2012|9|1
9|2012|8|3
9|2012|6|1
9|2012|4|1
9|2012|3|2
9|2012|2|1
9|2012|1|5
9|2012|0|11
9|2013|13|2
9|2013|9|4
9|2013|3|6
9|2013|2|6
9|2013|1|10
9|2013|0|24
9|2014|55|2
9|2014|42|2
9|2014|40|2
9|2014|26|2
9|2014|22|2
9|2014|21|2
9|2014|20|6
9|2014|18|2
9|2014|17|4
9|2014|16|2
9|2014|15|4
9|2014|14|4
9|2014|13|2
9|2014|11|6
9|2014|10|6
9|2014|9|22
9|2014|8|30
9|2014|7|14
9|2014|6|6
9|2014|5|6
9|2014|4|2
9|2014|3|4
9|2014|2|14
9|2014|1|18
9|2014|0|90
10|2010|0|3
10|2011|3|1
10|2011|0|12
10|2012|2|1
15|2010|1|1
15|2011|2|1
19|2011|0|1
25|2010|0|1
33|2011|1|2
34|2010|3|1
36|2011|20|1
37|2011|2|1
47|2011|2|1
49|2011|0|26
51|2010|2|1
58|2010|8|1
58|2011|3|1
61|2011|8|1
65|2010|0|1
65|2012|18|1
66|2012|4|1
70|2011|3|1
91|2010|9|1
97|2011|1|1
125|2010|3|1
129|2011|4|1
129|2011|2|1
129|2011|0|1
129|2013|0|2
133|2010|3|1
137|2010|17|1
141|2010|3|1
160|2010|1|1
163|2010|3|1
169|2010|14|1
177|2012|1|1
193|2011|1|1
208|2010|6|2
208|2010|5|1
208|2010|1|1
208|2010|0|599
208|2011|19|1
208|2011|4|1
208|2011|0|123
208|2012|6|2
208|2012|5|1
208|2012|4|2
208|2012|3|1
208|2012|2|2
208|2012|0|99
208|2013|0|26
208|2014|0|42
211|2011|0|1
223|2011|1|1
225|2011|4|1
229|2010|3|1
232|2010|722862|1
247|2012|3|1
249|2012|1|1
250|2010|3|1
250|2010|2|1
250|2011|5|1
254|2012|1|1
255|2010|2|2
255|2011|1|1
255|2013|5|2
255|2013|1|2
